# State Code or Tribal Indicator (TT)|County Code or Tribal Code|Site_ID number|Parameter Code|POC|Sampling Begin Date-Time (YYYYMMDD HHMM)|Sample Value|Null Data Code|Null Code Description|Null Code Concurrence|Null Extra|Units Code|Units Description|Event Type Code|Event Type Description|Event-Sample Association Date|Event Description|Event Creation Date|Event coment text or URL|Standard for Concurrence 1|Concurrence Indicator 1|Concurrence Date 1|Concurrence Comment 1|Standard for Concurrence 2|Concurrence Indicator 2|Concurrence Date 2|Concurrence Comment 2|Standard for Concurrence 3|Concurrence Indicator 3|Concurrence Date 3|Concurrence Comment 3|Standard for Concurrence 4|Concurrence Indicator 4|Concurrence Date 4|Concurrence Comment 4|QA Qualifier Code 1|QA Qualifier Description 1|QA Qualifier 1 Comment|QA Qualifier Code 2|QA Qualifier Description 2|QA Qualifier 2 Comment|QA Qualifier Code 3|QA Qualifier Description 3|QA Qualifier 3 Comment|QA Qualifier Code 4|QA Qualifier Description 4|QA Qualifier 4 Comment|QA Qualifier Code 5|QA Qualifier Description 5|QA Qualifier 5 Comment|QA Qualifier Code 6|QA Qualifier Description 6|QA Qualifier 6 Comment|QA Qualifier Code 7|QA Qualifier Description 7|QA Qualifier 7 Comment|QA Qualifier Code 8|QA Qualifier Description 8|QA Qualifier 8 Comment|QA Qualifier Code 9|QA Qualifier Description 9|QA Qualifier 9 Comment|QA Qualifier Code 10|QA Qualifier Description 10|QA Qualifier 10 Comment
44|003|0002|44201|1|20160526 22:00|.033|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|003|0002|44201|1|20160526 23:00|.025|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|007|1010|44201|1|20160525 00:00|.022|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|007|1010|44201|1|20160525 01:00|.021|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|007|1010|44201|1|20160525 02:00|.018|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|007|1010|44201|1|20160525 03:00|.016|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|007|1010|44201|1|20160525 04:00|.009|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|007|1010|44201|1|20160525 05:00|.006|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|007|1010|44201|1|20160525 06:00|.012|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|007|1010|44201|1|20160525 07:00|.017|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|007|1010|44201|1|20160525 08:00|.02|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|007|1010|44201|1|20160525 09:00|.033|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|007|1010|44201|1|20160525 10:00|.045|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|007|1010|44201|1|20160525 11:00|.052|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|007|1010|44201|1|20160525 12:00|.057|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|007|1010|44201|1|20160525 13:00|.061|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|007|1010|44201|1|20160525 14:00|.068|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|007|1010|44201|1|20160525 15:00|.077|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|007|1010|44201|1|20160525 16:00|.078|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|007|1010|44201|1|20160525 17:00|.079|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|007|1010|44201|1|20160525 18:00|.075|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|007|1010|44201|1|20160525 19:00|.069|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|007|1010|44201|1|20160525 20:00|.063|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|007|1010|44201|1|20160525 21:00|.064|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|007|1010|44201|1|20160525 22:00|.065|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|007|1010|44201|1|20160525 23:00|.066|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|007|1010|44201|1|20160526 00:00|.052|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|007|1010|44201|1|20160526 01:00|.05|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|007|1010|44201|1|20160526 04:00|.02|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|007|1010|44201|1|20160526 05:00|.017|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|007|1010|44201|1|20160526 06:00|.028|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|007|1010|44201|1|20160526 07:00|.043|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|007|1010|44201|1|20160526 08:00|.059|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|007|1010|44201|1|20160526 09:00|.07|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|007|1010|44201|1|20160526 10:00|.076|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|007|1010|44201|1|20160526 11:00|.085|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|007|1010|44201|1|20160526 12:00|.079|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|007|1010|44201|1|20160526 13:00|.074|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|007|1010|44201|1|20160526 14:00|.076|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|007|1010|44201|1|20160526 15:00|.078|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|007|1010|44201|1|20160526 16:00|.077|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|007|1010|44201|1|20160526 17:00|.076|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|007|1010|44201|1|20160526 18:00|.081|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|007|1010|44201|1|20160526 19:00|.08|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|007|1010|44201|1|20160526 20:00|.072|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|007|1010|44201|1|20160526 21:00|.064|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|007|1010|44201|1|20160526 22:00|.059|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|007|1010|44201|1|20160526 23:00|.056|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|009|0007|44201|1|20160525 00:00|.014|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|009|0007|44201|1|20160525 01:00|.013|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|009|0007|44201|1|20160525 02:00|.009|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|009|0007|44201|1|20160525 03:00|.008|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|009|0007|44201|1|20160525 04:00|.007|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|009|0007|44201|1|20160525 05:00|.011|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|009|0007|44201|1|20160525 06:00|.015|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|009|0007|44201|1|20160525 07:00|.017|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|009|0007|44201|1|20160525 08:00|.029|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|009|0007|44201|1|20160525 09:00|.035|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|009|0007|44201|1|20160525 10:00|.039|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|009|0007|44201|1|20160525 11:00|.033|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|009|0007|44201|1|20160525 12:00|.05|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|009|0007|44201|1|20160525 13:00|.057|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|009|0007|44201|1|20160525 14:00|.067|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|009|0007|44201|1|20160525 15:00|.081|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
44|009|0007|44201|1|20160525 16:00|.088|||||007|Parts per million|RF|Fire - Canadian.|20170921 11:29|FortMcMuray wildfire in Canada caused elevated ozone in RI.|20170920 14:26||Ozone 1-hour 1979|Y|21-SEP-17||Ozone 8-Hour 1997|Y|21-SEP-17||Ozone 8-Hour 2008|Y|21-SEP-17||Ozone 8-hour 2015|Y|21-SEP-17|||||||||||||||||||||||||||||||
